   1.0000000e-06   0.0000000e+00   2.7300000e+02
   1.0000000e-06   1.0000000e+00   1.6236014e+03
   1.0000000e-06   2.0000000e+00   1.6242016e+03
   1.0000000e-06   3.0000000e+00   1.6248006e+03
   1.0000000e-06   4.0000000e+00   1.6253983e+03
   1.0000000e-06   5.0000000e+00   1.6259949e+03
   1.0000000e-06   6.0000000e+00   1.6265902e+03
   1.0000000e-06   7.0000000e+00   1.6271844e+03
   1.0000000e-06   8.0000000e+00   1.6277773e+03
   1.0000000e-06   9.0000000e+00   1.6283690e+03
   1.0000000e-06   1.0000000e+01   1.6289596e+03
   1.0000000e-06   1.1000000e+01   1.6295489e+03
   1.0000000e-06   1.2000000e+01   1.6301370e+03
   1.0000000e-06   1.3000000e+01   1.6307238e+03
   1.0000000e-06   1.4000000e+01   1.6313095e+03
   1.0000000e-06   1.5000000e+01   1.6318940e+03
   1.0000000e-06   1.6000000e+01   1.6324772e+03
   1.0000000e-06   1.7000000e+01   1.6330593e+03
   1.0000000e-06   1.8000000e+01   1.6336401e+03
   1.0000000e-06   1.9000000e+01   1.6342198e+03
   1.0000000e-06   2.0000000e+01   1.6347982e+03
   1.0000000e-06   2.1000000e+01   1.6353754e+03
   1.0000000e-06   2.2000000e+01   1.6359514e+03
   1.0000000e-06   2.3000000e+01   1.6365262e+03
   1.0000000e-06   2.4000000e+01   1.6370998e+03
   1.0000000e-06   2.5000000e+01   1.6376722e+03
   1.0000000e-06   2.6000000e+01   1.6382434e+03
   1.0000000e-06   2.7000000e+01   1.6388133e+03
   1.0000000e-06   2.8000000e+01   1.6393821e+03
   1.0000000e-06   2.9000000e+01   1.6399496e+03
   1.0000000e-06   3.0000000e+01   1.6405160e+03
   1.0000000e-06   3.1000000e+01   1.6410811e+03
   1.0000000e-06   3.2000000e+01   1.6416450e+03
   1.0000000e-06   3.3000000e+01   1.6422077e+03
   1.0000000e-06   3.4000000e+01   1.6427692e+03
   1.0000000e-06   3.5000000e+01   1.6433295e+03
   1.0000000e-06   3.6000000e+01   1.6438886e+03
   1.0000000e-06   3.7000000e+01   1.6444464e+03
   1.0000000e-06   3.8000000e+01   1.6450031e+03
   1.0000000e-06   3.9000000e+01   1.6455586e+03
   1.0000000e-06   4.0000000e+01   1.6461128e+03
   1.0000000e-06   4.1000000e+01   1.6466658e+03
   1.0000000e-06   4.2000000e+01   1.6472177e+03
   1.0000000e-06   4.3000000e+01   1.6477683e+03
   1.0000000e-06   4.4000000e+01   1.6483177e+03
   1.0000000e-06   4.5000000e+01   1.6488659e+03
   1.0000000e-06   4.6000000e+01   1.6494129e+03
   1.0000000e-06   4.7000000e+01   1.6499587e+03
   1.0000000e-06   4.8000000e+01   1.6505032e+03
   1.0000000e-06   4.9000000e+01   1.6510466e+03
   1.0000000e-06   5.0000000e+01   1.6515888e+03
   1.0000000e-06   5.1000000e+01   1.6521297e+03
   1.0000000e-06   5.2000000e+01   1.6526694e+03
   1.0000000e-06   5.3000000e+01   1.6532080e+03
   1.0000000e-06   5.4000000e+01   1.6537453e+03
   1.0000000e-06   5.5000000e+01   1.6542814e+03
   1.0000000e-06   5.6000000e+01   1.6548163e+03
   1.0000000e-06   5.7000000e+01   1.6553500e+03
   1.0000000e-06   5.8000000e+01   1.6558825e+03
   1.0000000e-06   5.9000000e+01   1.6564137e+03
   1.0000000e-06   6.0000000e+01   1.6569438e+03
   1.0000000e-06   6.1000000e+01   1.6574727e+03
   1.0000000e-06   6.2000000e+01   1.6580003e+03
   1.0000000e-06   6.3000000e+01   1.6585267e+03
   1.0000000e-06   6.4000000e+01   1.6590520e+03
   1.0000000e-06   6.5000000e+01   1.6595760e+03
   1.0000000e-06   6.6000000e+01   1.6600988e+03
   1.0000000e-06   6.7000000e+01   1.6606204e+03
   1.0000000e-06   6.8000000e+01   1.6611408e+03
   1.0000000e-06   6.9000000e+01   1.6616600e+03
   1.0000000e-06   7.0000000e+01   1.6621780e+03
   1.0000000e-06   7.1000000e+01   1.6626947e+03
   1.0000000e-06   7.2000000e+01   1.6632103e+03
   1.0000000e-06   7.3000000e+01   1.6637246e+03
   1.0000000e-06   7.4000000e+01   1.6642378e+03
   1.0000000e-06   7.5000000e+01   1.6647497e+03
   1.0000000e-06   7.6000000e+01   1.6652604e+03
   1.0000000e-06   7.7000000e+01   1.6657699e+03
   1.0000000e-06   7.8000000e+01   1.6662782e+03
   1.0000000e-06   7.9000000e+01   1.6667853e+03
   1.0000000e-06   8.0000000e+01   1.6672912e+03
   1.0000000e-06   8.1000000e+01   1.6677959e+03
   1.0000000e-06   8.2000000e+01   1.6682993e+03
   1.0000000e-06   8.3000000e+01   1.6688016e+03
   1.0000000e-06   8.4000000e+01   1.6693026e+03
   1.0000000e-06   8.5000000e+01   1.6698025e+03
   1.0000000e-06   8.6000000e+01   1.6703011e+03
   1.0000000e-06   8.7000000e+01   1.6707985e+03
   1.0000000e-06   8.8000000e+01   1.6712948e+03
   1.0000000e-06   8.9000000e+01   1.6717898e+03
   1.0000000e-06   9.0000000e+01   1.6722836e+03
   1.0000000e-06   9.1000000e+01   1.6727761e+03
   1.0000000e-06   9.2000000e+01   1.6732675e+03
   1.0000000e-06   9.3000000e+01   1.6737577e+03
   1.0000000e-06   9.4000000e+01   1.6742466e+03
   1.0000000e-06   9.5000000e+01   1.6747344e+03
   1.0000000e-06   9.6000000e+01   1.6752209e+03
   1.0000000e-06   9.7000000e+01   1.6757063e+03
   1.0000000e-06   9.8000000e+01   1.6761904e+03
   1.0000000e-06   9.9000000e+01   1.6766733e+03
   1.0000000e-06   1.0000000e+02   1.6771550e+03
   1.0000000e-06   1.0100000e+02   1.6776355e+03
   1.0000000e-06   1.0200000e+02   1.6781148e+03
   1.0000000e-06   1.0300000e+02   1.6785929e+03
   1.0000000e-06   1.0400000e+02   1.6790697e+03
   1.0000000e-06   1.0500000e+02   1.6795454e+03
   1.0000000e-06   1.0600000e+02   1.6800198e+03
   1.0000000e-06   1.0700000e+02   1.6804931e+03
   1.0000000e-06   1.0800000e+02   1.6809651e+03
   1.0000000e-06   1.0900000e+02   1.6814359e+03
   1.0000000e-06   1.1000000e+02   1.6819056e+03
   1.0000000e-06   1.1100000e+02   1.6823740e+03
   1.0000000e-06   1.1200000e+02   1.6828412e+03
   1.0000000e-06   1.1300000e+02   1.6833071e+03
   1.0000000e-06   1.1400000e+02   1.6837719e+03
   1.0000000e-06   1.1500000e+02   1.6842355e+03
   1.0000000e-06   1.1600000e+02   1.6846978e+03
   1.0000000e-06   1.1700000e+02   1.6851590e+03
   1.0000000e-06   1.1800000e+02   1.6856189e+03
   1.0000000e-06   1.1900000e+02   1.6860777e+03
   1.0000000e-06   1.2000000e+02   1.6865352e+03
   1.0000000e-06   1.2100000e+02   1.6869915e+03
   1.0000000e-06   1.2200000e+02   1.6874466e+03
   1.0000000e-06   1.2300000e+02   1.6879005e+03
   1.0000000e-06   1.2400000e+02   1.6883532e+03
   1.0000000e-06   1.2500000e+02   1.6888047e+03
   1.0000000e-06   1.2600000e+02   1.6892550e+03
   1.0000000e-06   1.2700000e+02   1.6897040e+03
   1.0000000e-06   1.2800000e+02   1.6901519e+03
   1.0000000e-06   1.2900000e+02   1.6905985e+03
   1.0000000e-06   1.3000000e+02   1.6910440e+03
   1.0000000e-06   1.3100000e+02   1.6914882e+03
   1.0000000e-06   1.3200000e+02   1.6919312e+03
   1.0000000e-06   1.3300000e+02   1.6923730e+03
   1.0000000e-06   1.3400000e+02   1.6928136e+03
   1.0000000e-06   1.3500000e+02   1.6932530e+03
   1.0000000e-06   1.3600000e+02   1.6936912e+03
   1.0000000e-06   1.3700000e+02   1.6941281e+03
   1.0000000e-06   1.3800000e+02   1.6945639e+03
   1.0000000e-06   1.3900000e+02   1.6949985e+03
   1.0000000e-06   1.4000000e+02   1.6954318e+03
   1.0000000e-06   1.4100000e+02   1.6958639e+03
   1.0000000e-06   1.4200000e+02   1.6962949e+03
   1.0000000e-06   1.4300000e+02   1.6967246e+03
   1.0000000e-06   1.4400000e+02   1.6971531e+03
   1.0000000e-06   1.4500000e+02   1.6975804e+03
   1.0000000e-06   1.4600000e+02   1.6980065e+03
   1.0000000e-06   1.4700000e+02   1.6984314e+03
   1.0000000e-06   1.4800000e+02   1.6988550e+03
   1.0000000e-06   1.4900000e+02   1.6992775e+03
   1.0000000e-06   1.5000000e+02   1.6996988e+03
   1.0000000e-06   1.5100000e+02   1.7001188e+03
   1.0000000e-06   1.5200000e+02   1.7005376e+03
   1.0000000e-06   1.5300000e+02   1.7009553e+03
   1.0000000e-06   1.5400000e+02   1.7013717e+03
   1.0000000e-06   1.5500000e+02   1.7017869e+03
   1.0000000e-06   1.5600000e+02   1.7022009e+03
   1.0000000e-06   1.5700000e+02   1.7026137e+03
   1.0000000e-06   1.5800000e+02   1.7030253e+03
   1.0000000e-06   1.5900000e+02   1.7034356e+03
   1.0000000e-06   1.6000000e+02   1.7038448e+03
   1.0000000e-06   1.6100000e+02   1.7042528e+03
   1.0000000e-06   1.6200000e+02   1.7046595e+03
   1.0000000e-06   1.6300000e+02   1.7050650e+03
   1.0000000e-06   1.6400000e+02   1.7054694e+03
   1.0000000e-06   1.6500000e+02   1.7058725e+03
   1.0000000e-06   1.6600000e+02   1.7062744e+03
   1.0000000e-06   1.6700000e+02   1.7066751e+03
   1.0000000e-06   1.6800000e+02   1.7070746e+03
   1.0000000e-06   1.6900000e+02   1.7074729e+03
   1.0000000e-06   1.7000000e+02   1.7078700e+03
   1.0000000e-06   1.7100000e+02   1.7082658e+03
   1.0000000e-06   1.7200000e+02   1.7086605e+03
   1.0000000e-06   1.7300000e+02   1.7090539e+03
   1.0000000e-06   1.7400000e+02   1.7094462e+03
   1.0000000e-06   1.7500000e+02   1.7098372e+03
   1.0000000e-06   1.7600000e+02   1.7102270e+03
   1.0000000e-06   1.7700000e+02   1.7106156e+03
   1.0000000e-06   1.7800000e+02   1.7110030e+03
   1.0000000e-06   1.7900000e+02   1.7113892e+03
   1.0000000e-06   1.8000000e+02   1.7117742e+03
   1.0000000e-06   1.8100000e+02   1.7121580e+03
   1.0000000e-06   1.8200000e+02   1.7125405e+03
   1.0000000e-06   1.8300000e+02   1.7129219e+03
   1.0000000e-06   1.8400000e+02   1.7133020e+03
